id,name,language.code,language.href,syllabic,feature.id,feature.href,category,status.code,status.href,concise.code,concise.href,generic.code,generic.href,location,province.code,province.href,map,relevance,accuracy,latitude,longitude,decision
JBLVS,Prince George,und,https://geogratis.gc.ca/services/geoname/en/codes/language/und,,0cfb55be849c20c3cfd0aafa5573bf6c,https://geogratis.gc.ca/services/geoname/en/features/0cfb55be849c20c3cfd0aafa5573bf6c,O,official,https://geogratis.gc.ca/services/geoname/en/codes/status/official,CITY,https://geogratis.gc.ca/services/geoname/en/codes/concise/CITY,1,https://geogratis.gc.ca/services/geoname/en/codes/generic/1,"Cariboo Land District",59,https://geogratis.gc.ca/services/geoname/en/codes/province/59,093G15,15000000,100,53.913056,-122.745278,1958-10-02
EJJJA,Fort-Chimo,und,https://geogratis.gc.ca/services/geoname/en/codes/language/und,,6e756540bf9111d892e2080020a0f4c9,https://geogratis.gc.ca/services/geoname/en/features/6e756540bf9111d892e2080020a0f4c9,H,previouslyOfficial,https://geogratis.gc.ca/services/geoname/en/codes/status/previouslyOfficial,UNP,https://geogratis.gc.ca/services/geoname/en/codes/concise/UNP,174,https://geogratis.gc.ca/services/geoname/en/codes/generic/174,"Kuujjuaq; Kuujjuaq",24,https://geogratis.gc.ca/services/geoname/en/codes/province/24,024K01,15000000,100,58.1,-68.4,1979-02-26
OAAQK,Alert,und,https://geogratis.gc.ca/services/geoname/en/codes/language/und,,0cf7c4d5849c20c37be04d3bdb09c700,https://geogratis.gc.ca/services/geoname/en/features/0cf7c4d5849c20c37be04d3bdb09c700,O,official,https://geogratis.gc.ca/services/geoname/en/codes/status/official,UNP,https://geogratis.gc.ca/services/geoname/en/codes/concise/UNP,104,https://geogratis.gc.ca/services/geoname/en/codes/generic/104,,62,https://geogratis.gc.ca/services/geoname/en/codes/province/62,120E05,15000000,100,82.5,-62.366667,1949-01-06
OADUG,Coppermine,und,https://geogratis.gc.ca/services/geoname/en/codes/language/und,,183be172d05311d892e2080020a0f4c9,https://geogratis.gc.ca/services/geoname/en/features/183be172d05311d892e2080020a0f4c9,H,previouslyOfficial,https://geogratis.gc.ca/services/geoname/en/codes/status/previouslyOfficial,HAM,https://geogratis.gc.ca/services/geoname/en/codes/concise/HAM,11,https://geogratis.gc.ca/services/geoname/en/codes/generic/11,,62,https://geogratis.gc.ca/services/geoname/en/codes/province/62,086O14,15000000,100,67.826667,-115.09333,1996-01-01
EITOY,La Baie,und,https://geogratis.gc.ca/services/geoname/en/codes/language/und,,0d0a0d04849c20c3be7d900ce5db3cb6,https://geogratis.gc.ca/services/geoname/en/features/0d0a0d04849c20c3be7d900ce5db3cb6,H,previouslyOfficial,https://geogratis.gc.ca/services/geoname/en/codes/status/previouslyOfficial,CITY,https://geogratis.gc.ca/services/geoname/en/codes/concise/CITY,23,https://geogratis.gc.ca/services/geoname/en/codes/generic/23,"Saguenay; Saguenay",24,https://geogratis.gc.ca/services/geoname/en/codes/province/24,022D06,15000000,100,48.428221,-71.062202,2002-06-11
GAILW,Flin Flon,und,https://geogratis.gc.ca/services/geoname/en/codes/language/und,,d3f41f25ba2f11d892e2080020a0f4c9,https://geogratis.gc.ca/services/geoname/en/features/d3f41f25ba2f11d892e2080020a0f4c9,O,official,https://geogratis.gc.ca/services/geoname/en/codes/status/official,CITY,https://geogratis.gc.ca/services/geoname/en/codes/concise/CITY,1,https://geogratis.gc.ca/services/geoname/en/codes/generic/1,,46,https://geogratis.gc.ca/services/geoname/en/codes/province/46,063K13,15000000,100,54.766735,-101.867054,1948-01-06
LAKGC,Hay River,und,https://geogratis.gc.ca/services/geoname/en/codes/language/und,,4325877ed05511d892e2080020a0f4c9,https://geogratis.gc.ca/services/geoname/en/features/4325877ed05511d892e2080020a0f4c9,O,official,https://geogratis.gc.ca/services/geoname/en/codes/status/official,TOWN,https://geogratis.gc.ca/services/geoname/en/codes/concise/TOWN,2,https://geogratis.gc.ca/services/geoname/en/codes/generic/2,"Mackenzie",61,https://geogratis.gc.ca/services/geoname/en/codes/province/61,085B13,15000000,100,60.8097,-115.7898,1980-05-07
EITRM,Rivière-au-Renard,und,https://geogratis.gc.ca/services/geoname/en/codes/language/und,,76bca836be1711d892e2080020a0f4c9,https://geogratis.gc.ca/services/geoname/en/features/76bca836be1711d892e2080020a0f4c9,H,previouslyOfficial,https://geogratis.gc.ca/services/geoname/en/codes/status/previouslyOfficial,VILG,https://geogratis.gc.ca/services/geoname/en/codes/concise/VILG,14,https://geogratis.gc.ca/services/geoname/en/codes/generic/14,"Gaspé; La Côte-de-Gaspé",24,https://geogratis.gc.ca/services/geoname/en/codes/province/24,022A16,15000000,100,48.824618,-64.476254,1976-12-24
DBBSR,Parrtown,und,https://geogratis.gc.ca/services/geoname/en/codes/language/und,,93f89999d05511d892e2080020a0f4c9,https://geogratis.gc.ca/services/geoname/en/features/93f89999d05511d892e2080020a0f4c9,H,previouslyOfficial,https://geogratis.gc.ca/services/geoname/en/codes/status/previouslyOfficial,CITY,https://geogratis.gc.ca/services/geoname/en/codes/concise/CITY,1,https://geogratis.gc.ca/services/geoname/en/codes/generic/1,,13,https://geogratis.gc.ca/services/geoname/en/codes/province/13,021G08,15000000,100,45.259167,-66.038889,
HAFJY,La Ronge,und,https://geogratis.gc.ca/services/geoname/en/codes/language/und,,eefc3b15d05311d892e2080020a0f4c9,https://geogratis.gc.ca/services/geoname/en/features/eefc3b15d05311d892e2080020a0f4c9,O,official,https://geogratis.gc.ca/services/geoname/en/codes/status/official,TOWN,https://geogratis.gc.ca/services/geoname/en/codes/concise/TOWN,2,https://geogratis.gc.ca/services/geoname/en/codes/generic/2,,47,https://geogratis.gc.ca/services/geoname/en/codes/province/47,073P03,15000000,100,55.1178856,-105.290525,1983-10-03
EHNCK,Outremont,und,https://geogratis.gc.ca/services/geoname/en/codes/language/und,,08b1ec0ebe3d11d892e2080020a0f4c9,https://geogratis.gc.ca/services/geoname/en/features/08b1ec0ebe3d11d892e2080020a0f4c9,H,previouslyOfficial,https://geogratis.gc.ca/services/geoname/en/codes/status/previouslyOfficial,CITY,https://geogratis.gc.ca/services/geoname/en/codes/concise/CITY,23,https://geogratis.gc.ca/services/geoname/en/codes/generic/23,"Montréal; Montréal",24,https://geogratis.gc.ca/services/geoname/en/codes/province/24,031H12,15000000,100,45.508822,-73.554077,2002-01-24
EHXXX,Roxboro,und,https://geogratis.gc.ca/services/geoname/en/codes/language/und,,08b1ec0ebe3d11d892e2080020a0f4c9,https://geogratis.gc.ca/services/geoname/en/features/08b1ec0ebe3d11d892e2080020a0f4c9,H,previouslyOfficial,https://geogratis.gc.ca/services/geoname/en/codes/status/previouslyOfficial,CITY,https://geogratis.gc.ca/services/geoname/en/codes/concise/CITY,23,https://geogratis.gc.ca/services/geoname/en/codes/generic/23,"Montréal; Montréal",24,https://geogratis.gc.ca/services/geoname/en/codes/province/24,031H12,15000000,100,45.508822,-73.554077,2002-01-24
EKCJG,LaSalle,und,https://geogratis.gc.ca/services/geoname/en/codes/language/und,,08b1ec0ebe3d11d892e2080020a0f4c9,https://geogratis.gc.ca/services/geoname/en/features/08b1ec0ebe3d11d892e2080020a0f4c9,H,previouslyOfficial,https://geogratis.gc.ca/services/geoname/en/codes/status/previouslyOfficial,CITY,https://geogratis.gc.ca/services/geoname/en/codes/concise/CITY,23,https://geogratis.gc.ca/services/geoname/en/codes/generic/23,"Montréal; Montréal",24,https://geogratis.gc.ca/services/geoname/en/codes/province/24,031H12,15000000,100,45.508822,-73.554077,2002-01-24
EHHSZ,Mont-Lebel,und,https://geogratis.gc.ca/services/geoname/en/codes/language/und,,58922511bf9311d892e2080020a0f4c9,https://geogratis.gc.ca/services/geoname/en/features/58922511bf9311d892e2080020a0f4c9,H,previouslyOfficial,https://geogratis.gc.ca/services/geoname/en/codes/status/previouslyOfficial,VILG,https://geogratis.gc.ca/services/geoname/en/codes/concise/VILG,14,https://geogratis.gc.ca/services/geoname/en/codes/generic/14,"Rimouski; Rimouski-Neigette",24,https://geogratis.gc.ca/services/geoname/en/codes/province/24,022C07,15000000,100,48.449138,-68.525096,2002-01-24
FBLJL,Hamilton,und,https://geogratis.gc.ca/services/geoname/en/codes/language/und,,582aeb6dc6ce11d892e2080020a0f4c9,https://geogratis.gc.ca/services/geoname/en/features/582aeb6dc6ce11d892e2080020a0f4c9,O,official,https://geogratis.gc.ca/services/geoname/en/codes/status/official,UNP,https://geogratis.gc.ca/services/geoname/en/codes/concise/UNP,121,https://geogratis.gc.ca/services/geoname/en/codes/generic/121,"Wentworth",35,https://geogratis.gc.ca/services/geoname/en/codes/province/35,030M04,15000000,100,43.24504,-79.8418,2001-01-01
FCWMG,Timmins,und,https://geogratis.gc.ca/services/geoname/en/codes/language/und,,9960e012d05511d892e2080020a0f4c9,https://geogratis.gc.ca/services/geoname/en/features/9960e012d05511d892e2080020a0f4c9,O,official,https://geogratis.gc.ca/services/geoname/en/codes/status/official,CITY,https://geogratis.gc.ca/services/geoname/en/codes/concise/CITY,1,https://geogratis.gc.ca/services/geoname/en/codes/generic/1,"Cochrane",35,https://geogratis.gc.ca/services/geoname/en/codes/province/35,042A06,15000000,100,48.47153,-81.33132,1989-05-19
DADHJ,Moncton,und,https://geogratis.gc.ca/services/geoname/en/codes/language/und,,0cf6ee7a849c20c3bd682e655bb2ba0c,https://geogratis.gc.ca/services/geoname/en/features/0cf6ee7a849c20c3bd682e655bb2ba0c,O,official,https://geogratis.gc.ca/services/geoname/en/codes/status/official,CITY,https://geogratis.gc.ca/services/geoname/en/codes/concise/CITY,1,https://geogratis.gc.ca/services/geoname/en/codes/generic/1,"Westmorland",13,https://geogratis.gc.ca/services/geoname/en/codes/province/13,021I02,15000000,100,46.099479,-64.799802,1890-04-23
JAFNW,Kamloops,shs,https://geogratis.gc.ca/services/geoname/en/codes/language/shs,,0d082b8c849c20c36ee58e33a2789a23,https://geogratis.gc.ca/services/geoname/en/features/0d082b8c849c20c36ee58e33a2789a23,O,official,https://geogratis.gc.ca/services/geoname/en/codes/status/official,CITY,https://geogratis.gc.ca/services/geoname/en/codes/concise/CITY,1,https://geogratis.gc.ca/services/geoname/en/codes/generic/1,"Kamloops Division Yale Land District",59,https://geogratis.gc.ca/services/geoname/en/codes/province/59,092I09,15000000,100,50.675833,-120.339444,1927-06-07
FIFCH,Hollywood Bay,und,https://geogratis.gc.ca/services/geoname/en/codes/language/und,,cbc34608eba549cd95311c0146930592,https://geogratis.gc.ca/services/geoname/en/features/cbc34608eba549cd95311c0146930592,O,official,https://geogratis.gc.ca/services/geoname/en/codes/status/official,BAY,https://geogratis.gc.ca/services/geoname/en/codes/concise/BAY,1400,https://geogratis.gc.ca/services/geoname/en/codes/generic/1400,"County of Frontenac",35,https://geogratis.gc.ca/services/geoname/en/codes/province/35,031C10,15000000,100,44.724175,-76.680477,1977-10-17
ABFQA,Labrador City,und,https://geogratis.gc.ca/services/geoname/en/codes/language/und,,20d315f4c6be11d892e2080020a0f4c9,https://geogratis.gc.ca/services/geoname/en/features/20d315f4c6be11d892e2080020a0f4c9,O,official,https://geogratis.gc.ca/services/geoname/en/codes/status/official,TOWN,https://geogratis.gc.ca/services/geoname/en/codes/concise/TOWN,2,https://geogratis.gc.ca/services/geoname/en/codes/generic/2,,10,https://geogratis.gc.ca/services/geoname/en/codes/province/10,023B15,15000000,100,52.9605694,-66.9365973,2001-06-22
EITPF,L'Anse-au-Griffon,und,https://geogratis.gc.ca/services/geoname/en/codes/language/und,,76bca836be1711d892e2080020a0f4c9,https://geogratis.gc.ca/services/geoname/en/features/76bca836be1711d892e2080020a0f4c9,H,previouslyOfficial,https://geogratis.gc.ca/services/geoname/en/codes/status/previouslyOfficial,VILG,https://geogratis.gc.ca/services/geoname/en/codes/concise/VILG,14,https://geogratis.gc.ca/services/geoname/en/codes/generic/14,"Gaspé; La Côte-de-Gaspé",24,https://geogratis.gc.ca/services/geoname/en/codes/province/24,022A16,15000000,100,48.824618,-64.476254,1976-12-24
EIAEL,Saint-Joachim-de-Courval,und,https://geogratis.gc.ca/services/geoname/en/codes/language/und,,0cc3c2bb849c20c344ad10d8e995dc97,https://geogratis.gc.ca/services/geoname/en/features/0cc3c2bb849c20c344ad10d8e995dc97,H,previouslyOfficial,https://geogratis.gc.ca/services/geoname/en/codes/status/previouslyOfficial,VILG,https://geogratis.gc.ca/services/geoname/en/codes/concise/VILG,29,https://geogratis.gc.ca/services/geoname/en/codes/generic/29,"Drummondville; Drummond",24,https://geogratis.gc.ca/services/geoname/en/codes/province/24,031H16,15000000,100,45.880577,-72.484058,2004-08-17
ENATC,Saint-Charles-de-Drummond,und,https://geogratis.gc.ca/services/geoname/en/codes/language/und,,0cc3c2bb849c20c344ad10d8e995dc97,https://geogratis.gc.ca/services/geoname/en/features/0cc3c2bb849c20c344ad10d8e995dc97,H,previouslyOfficial,https://geogratis.gc.ca/services/geoname/en/codes/status/previouslyOfficial,VILG,https://geogratis.gc.ca/services/geoname/en/codes/concise/VILG,14,https://geogratis.gc.ca/services/geoname/en/codes/generic/14,"Drummondville; Drummond",24,https://geogratis.gc.ca/services/geoname/en/codes/province/24,031H16,15000000,100,45.880577,-72.484058,2004-08-17
IAFFI,Fort McMurray,und,https://geogratis.gc.ca/services/geoname/en/codes/language/und,,be418633c6cd11d892e2080020a0f4c9,https://geogratis.gc.ca/services/geoname/en/features/be418633c6cd11d892e2080020a0f4c9,O,official,https://geogratis.gc.ca/services/geoname/en/codes/status/official,UNP,https://geogratis.gc.ca/services/geoname/en/codes/concise/UNP,108,https://geogratis.gc.ca/services/geoname/en/codes/generic/108,"89-9-W4",48,https://geogratis.gc.ca/services/geoname/en/codes/province/48,074D11,15000000,100,56.6963889,-111.3608333,1995-04-01
OBCVP,Kinngait,ike,https://geogratis.gc.ca/services/geoname/en/codes/language/ike,ᑭᙵᐃᑦ,3d613d4ed05511d892e2080020a0f4c9,https://geogratis.gc.ca/services/geoname/en/features/3d613d4ed05511d892e2080020a0f4c9,O,official,https://geogratis.gc.ca/services/geoname/en/codes/status/official,HAM,https://geogratis.gc.ca/services/geoname/en/codes/concise/HAM,11,https://geogratis.gc.ca/services/geoname/en/codes/generic/11,,62,https://geogratis.gc.ca/services/geoname/en/codes/province/62,036C02,15000000,100,64.2333,-76.5417,2020-02-28
EJNEA,Lachine,und,https://geogratis.gc.ca/services/geoname/en/codes/language/und,,08b1ec0ebe3d11d892e2080020a0f4c9,https://geogratis.gc.ca/services/geoname/en/features/08b1ec0ebe3d11d892e2080020a0f4c9,H,previouslyOfficial,https://geogratis.gc.ca/services/geoname/en/codes/status/previouslyOfficial,CITY,https://geogratis.gc.ca/services/geoname/en/codes/concise/CITY,23,https://geogratis.gc.ca/services/geoname/en/codes/generic/23,"Montréal; Montréal",24,https://geogratis.gc.ca/services/geoname/en/codes/province/24,031H12,15000000,100,45.508822,-73.554077,2002-01-24
HAGJP,Lloydminster,und,https://geogratis.gc.ca/services/geoname/en/codes/language/und,,5bc0b0f5ba3411d892e2080020a0f4c9,https://geogratis.gc.ca/services/geoname/en/features/5bc0b0f5ba3411d892e2080020a0f4c9,O,official,https://geogratis.gc.ca/services/geoname/en/codes/status/official,CITY,https://geogratis.gc.ca/services/geoname/en/codes/concise/CITY,1,https://geogratis.gc.ca/services/geoname/en/codes/generic/1,"35-49-28",47,https://geogratis.gc.ca/services/geoname/en/codes/province/47,073F05,15000000,100,53.2779556,-109.9802528,1939-12-12
ELYMI,Le Bic,und,https://geogratis.gc.ca/services/geoname/en/codes/language/und,,58922511bf9311d892e2080020a0f4c9,https://geogratis.gc.ca/services/geoname/en/features/58922511bf9311d892e2080020a0f4c9,H,previouslyOfficial,https://geogratis.gc.ca/services/geoname/en/codes/status/previouslyOfficial,VILG,https://geogratis.gc.ca/services/geoname/en/codes/concise/VILG,14,https://geogratis.gc.ca/services/geoname/en/codes/generic/14,"Rimouski; Rimouski-Neigette",24,https://geogratis.gc.ca/services/geoname/en/codes/province/24,022C07,15000000,100,48.449138,-68.525096,2009-12-01
EJNDQ,Montréal-Nord,und,https://geogratis.gc.ca/services/geoname/en/codes/language/und,,08b1ec0ebe3d11d892e2080020a0f4c9,https://geogratis.gc.ca/services/geoname/en/features/08b1ec0ebe3d11d892e2080020a0f4c9,H,previouslyOfficial,https://geogratis.gc.ca/services/geoname/en/codes/status/previouslyOfficial,CITY,https://geogratis.gc.ca/services/geoname/en/codes/concise/CITY,23,https://geogratis.gc.ca/services/geoname/en/codes/generic/23,"Montréal; Montréal",24,https://geogratis.gc.ca/services/geoname/en/codes/province/24,031H12,15000000,100,45.508822,-73.554077,2002-01-24
ACRWH,Happy Valley - Goose Bay,und,https://geogratis.gc.ca/services/geoname/en/codes/language/und,,1ad8535bc6be11d892e2080020a0f4c9,https://geogratis.gc.ca/services/geoname/en/features/1ad8535bc6be11d892e2080020a0f4c9,O,official,https://geogratis.gc.ca/services/geoname/en/codes/status/official,TOWN,https://geogratis.gc.ca/services/geoname/en/codes/concise/TOWN,2,https://geogratis.gc.ca/services/geoname/en/codes/generic/2,,10,https://geogratis.gc.ca/services/geoname/en/codes/province/10,013F08,15000000,100,53.341739,-60.448803,1996-04-12
EITTJ,Saint-Maurice,und,https://geogratis.gc.ca/services/geoname/en/codes/language/und,,76bca836be1711d892e2080020a0f4c9,https://geogratis.gc.ca/services/geoname/en/features/76bca836be1711d892e2080020a0f4c9,H,previouslyOfficial,https://geogratis.gc.ca/services/geoname/en/codes/status/previouslyOfficial,VILG,https://geogratis.gc.ca/services/geoname/en/codes/concise/VILG,29,https://geogratis.gc.ca/services/geoname/en/codes/generic/29,"Gaspé; La Côte-de-Gaspé",24,https://geogratis.gc.ca/services/geoname/en/codes/province/24,022A16,15000000,100,48.824618,-64.476254,1976-12-24
GADMZ,Brandon,und,https://geogratis.gc.ca/services/geoname/en/codes/language/und,,93426abbbede11d892e2080020a0f4c9,https://geogratis.gc.ca/services/geoname/en/features/93426abbbede11d892e2080020a0f4c9,O,official,https://geogratis.gc.ca/services/geoname/en/codes/status/official,CITY,https://geogratis.gc.ca/services/geoname/en/codes/concise/CITY,1,https://geogratis.gc.ca/services/geoname/en/codes/generic/1,,46,https://geogratis.gc.ca/services/geoname/en/codes/province/46,062G13,15000000,100,49.846944,-99.952222,1946-12-03
HAHJJ,Saskatoon,cre,https://geogratis.gc.ca/services/geoname/en/codes/language/cre,,0cfe9cb7849c20c37db06ca998074bf8,https://geogratis.gc.ca/services/geoname/en/features/0cfe9cb7849c20c37db06ca998074bf8,O,official,https://geogratis.gc.ca/services/geoname/en/codes/status/official,CITY,https://geogratis.gc.ca/services/geoname/en/codes/concise/CITY,1,https://geogratis.gc.ca/services/geoname/en/codes/generic/1,,47,https://geogratis.gc.ca/services/geoname/en/codes/province/47,073B02,15000000,100,52.13965,-106.6861833,1948-10-07
EKMVP,Dubuisson,und,https://geogratis.gc.ca/services/geoname/en/codes/language/und,,0b6861a6be5411d892e2080020a0f4c9,https://geogratis.gc.ca/services/geoname/en/features/0b6861a6be5411d892e2080020a0f4c9,H,previouslyOfficial,https://geogratis.gc.ca/services/geoname/en/codes/status/previouslyOfficial,VILG,https://geogratis.gc.ca/services/geoname/en/codes/concise/VILG,14,https://geogratis.gc.ca/services/geoname/en/codes/generic/14,"Val-d'Or; La Vallée-de-l'Or",24,https://geogratis.gc.ca/services/geoname/en/codes/province/24,032C04,15000000,100,48.102044,-77.789358,2002-01-24
CBPIB,Yarmouth,und,https://geogratis.gc.ca/services/geoname/en/codes/language/und,,2fdfb637aff811d892e2080020a0f4c9,https://geogratis.gc.ca/services/geoname/en/features/2fdfb637aff811d892e2080020a0f4c9,O,official,https://geogratis.gc.ca/services/geoname/en/codes/status/official,TOWN,https://geogratis.gc.ca/services/geoname/en/codes/concise/TOWN,2,https://geogratis.gc.ca/services/geoname/en/codes/generic/2,"Yarmouth",12,https://geogratis.gc.ca/services/geoname/en/codes/province/12,020O16,15000000,100,43.838654,-66.115223,1929-03-05
LAILM,Fort Simpson,und,https://geogratis.gc.ca/services/geoname/en/codes/language/und,,409dcaf7d05511d892e2080020a0f4c9,https://geogratis.gc.ca/services/geoname/en/features/409dcaf7d05511d892e2080020a0f4c9,O,official,https://geogratis.gc.ca/services/geoname/en/codes/status/official,VILG,https://geogratis.gc.ca/services/geoname/en/codes/concise/VILG,3,https://geogratis.gc.ca/services/geoname/en/codes/generic/3,"Mackenzie",61,https://geogratis.gc.ca/services/geoname/en/codes/province/61,095H14,15000000,100,61.8609,-121.3527,1980-06-12
IAJWU,Hinton,und,https://geogratis.gc.ca/services/geoname/en/codes/language/und,,7cba9672d05511d892e2080020a0f4c9,https://geogratis.gc.ca/services/geoname/en/features/7cba9672d05511d892e2080020a0f4c9,O,official,https://geogratis.gc.ca/services/geoname/en/codes/status/official,TOWN,https://geogratis.gc.ca/services/geoname/en/codes/concise/TOWN,2,https://geogratis.gc.ca/services/geoname/en/codes/generic/2,"51-24,25-W5",48,https://geogratis.gc.ca/services/geoname/en/codes/province/48,083F05,15000000,100,53.4111111,-117.5627778,1995-01-01
