id,name,language.code,language.href,syllabic,feature.id,feature.href,category,status.code,status.href,concise.code,concise.href,generic.code,generic.href,location,province.code,province.href,map,relevance,accuracy,latitude,longitude,decision
EKJCH,Loretteville,und,https://geogratis.gc.ca/services/geoname/en/codes/language/und,,24e21a60be4811d892e2080020a0f4c9,https://geogratis.gc.ca/services/geoname/en/features/24e21a60be4811d892e2080020a0f4c9,H,previouslyOfficial,https://geogratis.gc.ca/services/geoname/en/codes/status/previouslyOfficial,CITY,https://geogratis.gc.ca/services/geoname/en/codes/concise/CITY,23,https://geogratis.gc.ca/services/geoname/en/codes/generic/23,"Québec; Québec",24,https://geogratis.gc.ca/services/geoname/en/codes/province/24,021L14,30000000,100,46.813819,-71.207997,2002-01-24
IAQFZ,Alberta,und,https://geogratis.gc.ca/services/geoname/en/codes/language/und,,b8ebf793bbe011d892e2080020a0f4c9,https://geogratis.gc.ca/services/geoname/en/features/b8ebf793bbe011d892e2080020a0f4c9,O,official,https://geogratis.gc.ca/services/geoname/en/codes/status/official,PROV,https://geogratis.gc.ca/services/geoname/en/codes/concise/PROV,491,https://geogratis.gc.ca/services/geoname/en/codes/generic/491,,48,https://geogratis.gc.ca/services/geoname/en/codes/province/48,MCR27,30000000,100,54.991667,-114.376667,1905-12-31
EQKTO,Lac-Saint-Charles,und,https://geogratis.gc.ca/services/geoname/en/codes/language/und,,24e21a60be4811d892e2080020a0f4c9,https://geogratis.gc.ca/services/geoname/en/features/24e21a60be4811d892e2080020a0f4c9,H,previouslyOfficial,https://geogratis.gc.ca/services/geoname/en/codes/status/previouslyOfficial,CITY,https://geogratis.gc.ca/services/geoname/en/codes/concise/CITY,23,https://geogratis.gc.ca/services/geoname/en/codes/generic/23,"Québec; Québec",24,https://geogratis.gc.ca/services/geoname/en/codes/province/24,021L14,30000000,100,46.813819,-71.207997,2002-01-24
EJNDN,Sillery,und,https://geogratis.gc.ca/services/geoname/en/codes/language/und,,24e21a60be4811d892e2080020a0f4c9,https://geogratis.gc.ca/services/geoname/en/features/24e21a60be4811d892e2080020a0f4c9,H,previouslyOfficial,https://geogratis.gc.ca/services/geoname/en/codes/status/previouslyOfficial,CITY,https://geogratis.gc.ca/services/geoname/en/codes/concise/CITY,23,https://geogratis.gc.ca/services/geoname/en/codes/generic/23,"Québec; Québec",24,https://geogratis.gc.ca/services/geoname/en/codes/province/24,021L14,30000000,100,46.813819,-71.207997,2002-01-24
KAIIM,Yukon,gwi,https://geogratis.gc.ca/services/geoname/en/codes/language/gwi,,68b803ebba3611d892e2080020a0f4c9,https://geogratis.gc.ca/services/geoname/en/features/68b803ebba3611d892e2080020a0f4c9,O,official,https://geogratis.gc.ca/services/geoname/en/codes/status/official,TERR,https://geogratis.gc.ca/services/geoname/en/codes/concise/TERR,492,https://geogratis.gc.ca/services/geoname/en/codes/generic/492,,60,https://geogratis.gc.ca/services/geoname/en/codes/province/60,105L15,30000000,100,63.0,-135.0,2003-04-01
CAPHL,Halifax,und,https://geogratis.gc.ca/services/geoname/en/codes/language/und,,3cdd11afaf6811d892e2080020a0f4c9,https://geogratis.gc.ca/services/geoname/en/features/3cdd11afaf6811d892e2080020a0f4c9,O,official,https://geogratis.gc.ca/services/geoname/en/codes/status/official,UNP,https://geogratis.gc.ca/services/geoname/en/codes/concise/UNP,208,https://geogratis.gc.ca/services/geoname/en/codes/generic/208,"Halifax",12,https://geogratis.gc.ca/services/geoname/en/codes/province/12,011D12,30000000,100,44.647401,-63.590651,1996-04-01
BAEAN,Île-du-Prince-Édouard,und,https://geogratis.gc.ca/services/geoname/en/codes/language/und,,7202fafcba1f11d892e2080020a0f4c9,https://geogratis.gc.ca/services/geoname/en/features/7202fafcba1f11d892e2080020a0f4c9,P,official,https://geogratis.gc.ca/services/geoname/en/codes/status/official,PROV,https://geogratis.gc.ca/services/geoname/en/codes/concise/PROV,491,https://geogratis.gc.ca/services/geoname/en/codes/generic/491,,11,https://geogratis.gc.ca/services/geoname/en/codes/province/11,MCR77,30000000,100,46.5,-63.0,1983-11-23
CBRQT,Nouvelle-Écosse,und,https://geogratis.gc.ca/services/geoname/en/codes/language/und,,2abcb7c5af4311d892e2080020a0f4c9,https://geogratis.gc.ca/services/geoname/en/features/2abcb7c5af4311d892e2080020a0f4c9,P,official,https://geogratis.gc.ca/services/geoname/en/codes/status/official,PROV,https://geogratis.gc.ca/services/geoname/en/codes/concise/PROV,491,https://geogratis.gc.ca/services/geoname/en/codes/generic/491,,12,https://geogratis.gc.ca/services/geoname/en/codes/province/12,MCR77,30000000,100,45.000075,-62.999327,1983-11-23
GBEIN,Winnipeg,cre,https://geogratis.gc.ca/services/geoname/en/codes/language/cre,,c5868fcfbef311d892e2080020a0f4c9,https://geogratis.gc.ca/services/geoname/en/features/c5868fcfbef311d892e2080020a0f4c9,O,official,https://geogratis.gc.ca/services/geoname/en/codes/status/official,CITY,https://geogratis.gc.ca/services/geoname/en/codes/concise/CITY,1,https://geogratis.gc.ca/services/geoname/en/codes/generic/1,,46,https://geogratis.gc.ca/services/geoname/en/codes/province/46,062H14,30000000,100,49.884444,-97.146389,1972-01-01
IACMP,Edmonton,und,https://geogratis.gc.ca/services/geoname/en/codes/language/und,,8b296095c6be11d892e2080020a0f4c9,https://geogratis.gc.ca/services/geoname/en/features/8b296095c6be11d892e2080020a0f4c9,O,official,https://geogratis.gc.ca/services/geoname/en/codes/status/official,CITY,https://geogratis.gc.ca/services/geoname/en/codes/concise/CITY,1,https://geogratis.gc.ca/services/geoname/en/codes/generic/1,,48,https://geogratis.gc.ca/services/geoname/en/codes/province/48,083H11,30000000,100,53.5344445,-113.4902778,2002-01-01
JBOBQ,Victoria,und,https://geogratis.gc.ca/services/geoname/en/codes/language/und,,0cfb728f849c20c36f8ebf28d7e4d1d4,https://geogratis.gc.ca/services/geoname/en/features/0cfb728f849c20c36f8ebf28d7e4d1d4,O,official,https://geogratis.gc.ca/services/geoname/en/codes/status/official,CITY,https://geogratis.gc.ca/services/geoname/en/codes/concise/CITY,1,https://geogratis.gc.ca/services/geoname/en/codes/generic/1,"Victoria Land District",59,https://geogratis.gc.ca/services/geoname/en/codes/province/59,092B06,30000000,100,48.428333,-123.364722,1934-05-01
CBCBY,Nova Scotia,und,https://geogratis.gc.ca/services/geoname/en/codes/language/und,,2abcb7c5af4311d892e2080020a0f4c9,https://geogratis.gc.ca/services/geoname/en/features/2abcb7c5af4311d892e2080020a0f4c9,P,official,https://geogratis.gc.ca/services/geoname/en/codes/status/official,PROV,https://geogratis.gc.ca/services/geoname/en/codes/concise/PROV,491,https://geogratis.gc.ca/services/geoname/en/codes/generic/491,,12,https://geogratis.gc.ca/services/geoname/en/codes/province/12,MCR77,30000000,100,45.000075,-62.999327,1994-02-21
EJJIZ,Kuujjuaq,ike,https://geogratis.gc.ca/services/geoname/en/codes/language/ike,,6e756540bf9111d892e2080020a0f4c9,https://geogratis.gc.ca/services/geoname/en/features/6e756540bf9111d892e2080020a0f4c9,O,official,https://geogratis.gc.ca/services/geoname/en/codes/status/official,VILG,https://geogratis.gc.ca/services/geoname/en/codes/concise/VILG,34,https://geogratis.gc.ca/services/geoname/en/codes/generic/34,"Kuujjuaq; Nord-du-Québec",24,https://geogratis.gc.ca/services/geoname/en/codes/province/24,024K01,15000000,100,58.1,-68.4,1979-02-26
FDGDQ,Kenora,und,https://geogratis.gc.ca/services/geoname/en/codes/language/und,,42965288c6ce11d892e2080020a0f4c9,https://geogratis.gc.ca/services/geoname/en/features/42965288c6ce11d892e2080020a0f4c9,O,official,https://geogratis.gc.ca/services/geoname/en/codes/status/official,UNP,https://geogratis.gc.ca/services/geoname/en/codes/concise/UNP,121,https://geogratis.gc.ca/services/geoname/en/codes/generic/121,"Kenora",35,https://geogratis.gc.ca/services/geoname/en/codes/province/35,052E16,15000000,100,49.7638889,-94.5066667,2000-01-01
JAGPB,Fort St. John,und,https://geogratis.gc.ca/services/geoname/en/codes/language/und,,c781b014c6cd11d892e2080020a0f4c9,https://geogratis.gc.ca/services/geoname/en/features/c781b014c6cd11d892e2080020a0f4c9,O,official,https://geogratis.gc.ca/services/geoname/en/codes/status/official,CITY,https://geogratis.gc.ca/services/geoname/en/codes/concise/CITY,1,https://geogratis.gc.ca/services/geoname/en/codes/generic/1,"Peace River Land District",59,https://geogratis.gc.ca/services/geoname/en/codes/province/59,094A02,15000000,100,56.2525,-120.846667,1981-12-15
KACBC,Faro,und,https://geogratis.gc.ca/services/geoname/en/codes/language/und,,0cf761bd849c20c3e57e2b3741dcb836,https://geogratis.gc.ca/services/geoname/en/features/0cf761bd849c20c3e57e2b3741dcb836,O,official,https://geogratis.gc.ca/services/geoname/en/codes/status/official,TOWN,https://geogratis.gc.ca/services/geoname/en/codes/concise/TOWN,2,https://geogratis.gc.ca/services/geoname/en/codes/generic/2,,60,https://geogratis.gc.ca/services/geoname/en/codes/province/60,105K03,15000000,100,62.2263889,-133.3558333,1969-02-27
EHZJN,Sainte-Geneviève,und,https://geogratis.gc.ca/services/geoname/en/codes/language/und,,08b1ec0ebe3d11d892e2080020a0f4c9,https://geogratis.gc.ca/services/geoname/en/features/08b1ec0ebe3d11d892e2080020a0f4c9,H,previouslyOfficial,https://geogratis.gc.ca/services/geoname/en/codes/status/previouslyOfficial,CITY,https://geogratis.gc.ca/services/geoname/en/codes/concise/CITY,23,https://geogratis.gc.ca/services/geoname/en/codes/generic/23,"Montréal; Montréal",24,https://geogratis.gc.ca/services/geoname/en/codes/province/24,031H12,15000000,100,45.508822,-73.554077,2002-01-24
HAHJJ,Saskatoon,cre,https://geogratis.gc.ca/services/geoname/en/codes/language/cre,,0cfe9cb7849c20c37db06ca998074bf8,https://geogratis.gc.ca/services/geoname/en/features/0cfe9cb7849c20c37db06ca998074bf8,O,official,https://geogratis.gc.ca/services/geoname/en/codes/status/official,CITY,https://geogratis.gc.ca/services/geoname/en/codes/concise/CITY,1,https://geogratis.gc.ca/services/geoname/en/codes/generic/1,,47,https://geogratis.gc.ca/services/geoname/en/codes/province/47,073B02,15000000,100,52.13965,-106.6861833,1948-10-07
EITMG,Baie-de-Gaspé-Nord,und,https://geogratis.gc.ca/services/geoname/en/codes/language/und,,76bca836be1711d892e2080020a0f4c9,https://geogratis.gc.ca/services/geoname/en/features/76bca836be1711d892e2080020a0f4c9,H,previouslyOfficial,https://geogratis.gc.ca/services/geoname/en/codes/status/previouslyOfficial,VILG,https://geogratis.gc.ca/services/geoname/en/codes/concise/VILG,27,https://geogratis.gc.ca/services/geoname/en/codes/generic/27,"Gaspé; La Côte-de-Gaspé",24,https://geogratis.gc.ca/services/geoname/en/codes/province/24,022A16,15000000,100,48.824618,-64.476254,1976-12-24
OADAD,Cambridge Bay,und,https://geogratis.gc.ca/services/geoname/en/codes/language/und,,3d248269d05511d892e2080020a0f4c9,https://geogratis.gc.ca/services/geoname/en/features/3d248269d05511d892e2080020a0f4c9,O,official,https://geogratis.gc.ca/services/geoname/en/codes/status/official,HAM,https://geogratis.gc.ca/services/geoname/en/codes/concise/HAM,11,https://geogratis.gc.ca/services/geoname/en/codes/generic/11,,62,https://geogratis.gc.ca/services/geoname/en/codes/province/62,077D02,15000000,100,69.113889,-105.05278,1984-04-01
ABFQA,Labrador City,und,https://geogratis.gc.ca/services/geoname/en/codes/language/und,,20d315f4c6be11d892e2080020a0f4c9,https://geogratis.gc.ca/services/geoname/en/features/20d315f4c6be11d892e2080020a0f4c9,O,official,https://geogratis.gc.ca/services/geoname/en/codes/status/official,TOWN,https://geogratis.gc.ca/services/geoname/en/codes/concise/TOWN,2,https://geogratis.gc.ca/services/geoname/en/codes/generic/2,,10,https://geogratis.gc.ca/services/geoname/en/codes/province/10,023B15,15000000,100,52.9605694,-66.9365973,2001-06-22
EITRQ,Saint-Alban-du-Cap-des-Rosiers,und,https://geogratis.gc.ca/services/geoname/en/codes/language/und,,76bca836be1711d892e2080020a0f4c9,https://geogratis.gc.ca/services/geoname/en/features/76bca836be1711d892e2080020a0f4c9,H,previouslyOfficial,https://geogratis.gc.ca/services/geoname/en/codes/status/previouslyOfficial,VILG,https://geogratis.gc.ca/services/geoname/en/codes/concise/VILG,14,https://geogratis.gc.ca/services/geoname/en/codes/generic/14,"Gaspé; La Côte-de-Gaspé",24,https://geogratis.gc.ca/services/geoname/en/codes/province/24,022A16,15000000,100,48.824618,-64.476254,1976-12-24
EIAEL,Saint-Joachim-de-Courval,und,https://geogratis.gc.ca/services/geoname/en/codes/language/und,,0cc3c2bb849c20c344ad10d8e995dc97,https://geogratis.gc.ca/services/geoname/en/features/0cc3c2bb849c20c344ad10d8e995dc97,H,previouslyOfficial,https://geogratis.gc.ca/services/geoname/en/codes/status/previouslyOfficial,VILG,https://geogratis.gc.ca/services/geoname/en/codes/concise/VILG,29,https://geogratis.gc.ca/services/geoname/en/codes/generic/29,"Drummondville; Drummond",24,https://geogratis.gc.ca/services/geoname/en/codes/province/24,031H16,15000000,100,45.880577,-72.484058,2004-08-17
JBLVS,Prince George,und,https://geogratis.gc.ca/services/geoname/en/codes/language/und,,0cfb55be849c20c3cfd0aafa5573bf6c,https://geogratis.gc.ca/services/geoname/en/features/0cfb55be849c20c3cfd0aafa5573bf6c,O,official,https://geogratis.gc.ca/services/geoname/en/codes/status/official,CITY,https://geogratis.gc.ca/services/geoname/en/codes/concise/CITY,1,https://geogratis.gc.ca/services/geoname/en/codes/generic/1,"Cariboo Land District",59,https://geogratis.gc.ca/services/geoname/en/codes/province/59,093G15,15000000,100,53.913056,-122.745278,1958-10-02
DADHJ,Moncton,und,https://geogratis.gc.ca/services/geoname/en/codes/language/und,,0cf6ee7a849c20c3bd682e655bb2ba0c,https://geogratis.gc.ca/services/geoname/en/features/0cf6ee7a849c20c3bd682e655bb2ba0c,O,official,https://geogratis.gc.ca/services/geoname/en/codes/status/official,CITY,https://geogratis.gc.ca/services/geoname/en/codes/concise/CITY,1,https://geogratis.gc.ca/services/geoname/en/codes/generic/1,"Westmorland",13,https://geogratis.gc.ca/services/geoname/en/codes/province/13,021I02,15000000,100,46.099479,-64.799802,1890-04-23
ABFOZ,Happy Valley,und,https://geogratis.gc.ca/services/geoname/en/codes/language/und,,1ad8535bc6be11d892e2080020a0f4c9,https://geogratis.gc.ca/services/geoname/en/features/1ad8535bc6be11d892e2080020a0f4c9,H,previouslyOfficial,https://geogratis.gc.ca/services/geoname/en/codes/status/previouslyOfficial,TOWN,https://geogratis.gc.ca/services/geoname/en/codes/concise/TOWN,2,https://geogratis.gc.ca/services/geoname/en/codes/generic/2,,10,https://geogratis.gc.ca/services/geoname/en/codes/province/10,013F08,15000000,100,53.341739,-60.448803,1974-01-14
AAHSV,Gander,und,https://geogratis.gc.ca/services/geoname/en/codes/language/und,,e404760dd05311d892e2080020a0f4c9,https://geogratis.gc.ca/services/geoname/en/features/e404760dd05311d892e2080020a0f4c9,O,official,https://geogratis.gc.ca/services/geoname/en/codes/status/official,TOWN,https://geogratis.gc.ca/services/geoname/en/codes/concise/TOWN,2,https://geogratis.gc.ca/services/geoname/en/codes/generic/2,,10,https://geogratis.gc.ca/services/geoname/en/codes/province/10,002D15,15000000,100,48.957189,-54.588561,1996-04-12
JAGOO,Fort Nelson,und,https://geogratis.gc.ca/services/geoname/en/codes/language/und,,a5e977610a00120468c95daa13f11787,https://geogratis.gc.ca/services/geoname/en/features/a5e977610a00120468c95daa13f11787,H,previouslyOfficial,https://geogratis.gc.ca/services/geoname/en/codes/status/previouslyOfficial,TOWN,https://geogratis.gc.ca/services/geoname/en/codes/concise/TOWN,2,https://geogratis.gc.ca/services/geoname/en/codes/generic/2,"Peace River Land District",59,https://geogratis.gc.ca/services/geoname/en/codes/province/59,094J15,15000000,100,58.805555,-122.697222,2009-02-06
FCDJZ,Marathon,und,https://geogratis.gc.ca/services/geoname/en/codes/language/und,,0350165fd05411d892e2080020a0f4c9,https://geogratis.gc.ca/services/geoname/en/features/0350165fd05411d892e2080020a0f4c9,O,official,https://geogratis.gc.ca/services/geoname/en/codes/status/official,UNP,https://geogratis.gc.ca/services/geoname/en/codes/concise/UNP,105,https://geogratis.gc.ca/services/geoname/en/codes/generic/105,"Thunder Bay",35,https://geogratis.gc.ca/services/geoname/en/codes/province/35,042D09,15000000,100,48.71733,-86.38051,1968-07-17
IAFFI,Fort McMurray,und,https://geogratis.gc.ca/services/geoname/en/codes/language/und,,be418633c6cd11d892e2080020a0f4c9,https://geogratis.gc.ca/services/geoname/en/features/be418633c6cd11d892e2080020a0f4c9,O,official,https://geogratis.gc.ca/services/geoname/en/codes/status/official,UNP,https://geogratis.gc.ca/services/geoname/en/codes/concise/UNP,108,https://geogratis.gc.ca/services/geoname/en/codes/generic/108,"89-9-W4",48,https://geogratis.gc.ca/services/geoname/en/codes/province/48,074D11,15000000,100,56.6963889,-111.3608333,1995-04-01
OAAQK,Alert,und,https://geogratis.gc.ca/services/geoname/en/codes/language/und,,0cf7c4d5849c20c37be04d3bdb09c700,https://geogratis.gc.ca/services/geoname/en/features/0cf7c4d5849c20c37be04d3bdb09c700,O,official,https://geogratis.gc.ca/services/geoname/en/codes/status/official,UNP,https://geogratis.gc.ca/services/geoname/en/codes/concise/UNP,104,https://geogratis.gc.ca/services/geoname/en/codes/generic/104,,62,https://geogratis.gc.ca/services/geoname/en/codes/province/62,120E05,15000000,100,82.5,-62.366667,1949-01-06
HAFJY,La Ronge,und,https://geogratis.gc.ca/services/geoname/en/codes/language/und,,eefc3b15d05311d892e2080020a0f4c9,https://geogratis.gc.ca/services/geoname/en/features/eefc3b15d05311d892e2080020a0f4c9,O,official,https://geogratis.gc.ca/services/geoname/en/codes/status/official,TOWN,https://geogratis.gc.ca/services/geoname/en/codes/concise/TOWN,2,https://geogratis.gc.ca/services/geoname/en/codes/generic/2,,47,https://geogratis.gc.ca/services/geoname/en/codes/province/47,073P03,15000000,100,55.1178856,-105.290525,1983-10-03
EITOY,La Baie,und,https://geogratis.gc.ca/services/geoname/en/codes/language/und,,0d0a0d04849c20c3be7d900ce5db3cb6,https://geogratis.gc.ca/services/geoname/en/features/0d0a0d04849c20c3be7d900ce5db3cb6,H,previouslyOfficial,https://geogratis.gc.ca/services/geoname/en/codes/status/previouslyOfficial,CITY,https://geogratis.gc.ca/services/geoname/en/codes/concise/CITY,23,https://geogratis.gc.ca/services/geoname/en/codes/generic/23,"Saguenay; Saguenay",24,https://geogratis.gc.ca/services/geoname/en/codes/province/24,022D06,15000000,100,48.428221,-71.062202,2002-06-11
IADVK,Lloydminster,und,https://geogratis.gc.ca/services/geoname/en/codes/language/und,,5bc0b0f5ba3411d892e2080020a0f4c9,https://geogratis.gc.ca/services/geoname/en/features/5bc0b0f5ba3411d892e2080020a0f4c9,O,official,https://geogratis.gc.ca/services/geoname/en/codes/status/official,CITY,https://geogratis.gc.ca/services/geoname/en/codes/concise/CITY,1,https://geogratis.gc.ca/services/geoname/en/codes/generic/1,"1-50-1-W4",48,https://geogratis.gc.ca/services/geoname/en/codes/province/48,073F05,15000000,100,53.2779556,-109.9802528,1995-01-01
OANSI,Rankin Inlet,und,https://geogratis.gc.ca/services/geoname/en/codes/language/und,,087f1bccc6ce11d892e2080020a0f4c9,https://geogratis.gc.ca/services/geoname/en/features/087f1bccc6ce11d892e2080020a0f4c9,O,official,https://geogratis.gc.ca/services/geoname/en/codes/status/official,HAM,https://geogratis.gc.ca/services/geoname/en/codes/concise/HAM,11,https://geogratis.gc.ca/services/geoname/en/codes/generic/11,,62,https://geogratis.gc.ca/services/geoname/en/codes/province/62,055K16,15000000,100,62.816667,-92.083333,1975-01-20
EQSHJ,Saint-Nicéphore,und,https://geogratis.gc.ca/services/geoname/en/codes/language/und,,0cc3c2bb849c20c344ad10d8e995dc97,https://geogratis.gc.ca/services/geoname/en/features/0cc3c2bb849c20c344ad10d8e995dc97,H,previouslyOfficial,https://geogratis.gc.ca/services/geoname/en/codes/status/previouslyOfficial,CITY,https://geogratis.gc.ca/services/geoname/en/codes/concise/CITY,23,https://geogratis.gc.ca/services/geoname/en/codes/generic/23,"Drummondville; Drummond",24,https://geogratis.gc.ca/services/geoname/en/codes/province/24,031H16,15000000,100,45.880577,-72.484058,2004-08-17
EITOI,Haldimand,und,https://geogratis.gc.ca/services/geoname/en/codes/language/und,,76bca836be1711d892e2080020a0f4c9,https://geogratis.gc.ca/services/geoname/en/features/76bca836be1711d892e2080020a0f4c9,H,previouslyOfficial,https://geogratis.gc.ca/services/geoname/en/codes/status/previouslyOfficial,VILG,https://geogratis.gc.ca/services/geoname/en/codes/concise/VILG,14,https://geogratis.gc.ca/services/geoname/en/codes/generic/14,"Gaspé; La Côte-de-Gaspé",24,https://geogratis.gc.ca/services/geoname/en/codes/province/24,022A16,15000000,100,48.824618,-64.476254,1976-12-24
EHHSZ,Mont-Lebel,und,https://geogratis.gc.ca/services/geoname/en/codes/language/und,,58922511bf9311d892e2080020a0f4c9,https://geogratis.gc.ca/services/geoname/en/features/58922511bf9311d892e2080020a0f4c9,H,previouslyOfficial,https://geogratis.gc.ca/services/geoname/en/codes/status/previouslyOfficial,VILG,https://geogratis.gc.ca/services/geoname/en/codes/concise/VILG,14,https://geogratis.gc.ca/services/geoname/en/codes/generic/14,"Rimouski; Rimouski-Neigette",24,https://geogratis.gc.ca/services/geoname/en/codes/province/24,022C07,15000000,100,48.449138,-68.525096,2002-01-24
ELWGO,Lac-Kénogami,und,https://geogratis.gc.ca/services/geoname/en/codes/language/und,,0d0a0d04849c20c3be7d900ce5db3cb6,https://geogratis.gc.ca/services/geoname/en/features/0d0a0d04849c20c3be7d900ce5db3cb6,H,previouslyOfficial,https://geogratis.gc.ca/services/geoname/en/codes/status/previouslyOfficial,VILG,https://geogratis.gc.ca/services/geoname/en/codes/concise/VILG,14,https://geogratis.gc.ca/services/geoname/en/codes/generic/14,"Saguenay; Saguenay",24,https://geogratis.gc.ca/services/geoname/en/codes/province/24,022D06,15000000,100,48.428221,-71.062202,2002-06-11
FDZCP,Sault Ste. Marie,und,https://geogratis.gc.ca/services/geoname/en/codes/language/und,,99735d40c6be11d892e2080020a0f4c9,https://geogratis.gc.ca/services/geoname/en/features/99735d40c6be11d892e2080020a0f4c9,O,official,https://geogratis.gc.ca/services/geoname/en/codes/status/official,CITY,https://geogratis.gc.ca/services/geoname/en/codes/concise/CITY,1,https://geogratis.gc.ca/services/geoname/en/codes/generic/1,"Algoma",35,https://geogratis.gc.ca/services/geoname/en/codes/province/35,041K09,15000000,100,46.558889,-84.346944,1965-01-01
FCTOV,Sudbury,und,https://geogratis.gc.ca/services/geoname/en/codes/language/und,,5e61a68fc6ce11d892e2080020a0f4c9,https://geogratis.gc.ca/services/geoname/en/features/5e61a68fc6ce11d892e2080020a0f4c9,O,official,https://geogratis.gc.ca/services/geoname/en/codes/status/official,UNP,https://geogratis.gc.ca/services/geoname/en/codes/concise/UNP,121,https://geogratis.gc.ca/services/geoname/en/codes/generic/121,"Sudbury",35,https://geogratis.gc.ca/services/geoname/en/codes/province/35,041I07,15000000,100,46.5011111,-80.9775,2001-01-01
EKCJG,LaSalle,und,https://geogratis.gc.ca/services/geoname/en/codes/language/und,,08b1ec0ebe3d11d892e2080020a0f4c9,https://geogratis.gc.ca/services/geoname/en/features/08b1ec0ebe3d11d892e2080020a0f4c9,H,previouslyOfficial,https://geogratis.gc.ca/services/geoname/en/codes/status/previouslyOfficial,CITY,https://geogratis.gc.ca/services/geoname/en/codes/concise/CITY,23,https://geogratis.gc.ca/services/geoname/en/codes/generic/23,"Montréal; Montréal",24,https://geogratis.gc.ca/services/geoname/en/codes/province/24,031H12,15000000,100,45.508822,-73.554077,2002-01-24
FBLJL,Hamilton,und,https://geogratis.gc.ca/services/geoname/en/codes/language/und,,582aeb6dc6ce11d892e2080020a0f4c9,https://geogratis.gc.ca/services/geoname/en/features/582aeb6dc6ce11d892e2080020a0f4c9,O,official,https://geogratis.gc.ca/services/geoname/en/codes/status/official,UNP,https://geogratis.gc.ca/services/geoname/en/codes/concise/UNP,121,https://geogratis.gc.ca/services/geoname/en/codes/generic/121,"Wentworth",35,https://geogratis.gc.ca/services/geoname/en/codes/province/35,030M04,15000000,100,43.24504,-79.8418,2001-01-01
JBIFM,Muskwa,chp,https://geogratis.gc.ca/services/geoname/en/codes/language/chp,,a5e977610a00120468c95daa13f11787,https://geogratis.gc.ca/services/geoname/en/features/a5e977610a00120468c95daa13f11787,H,previouslyOfficial,https://geogratis.gc.ca/services/geoname/en/codes/status/previouslyOfficial,UNP,https://geogratis.gc.ca/services/geoname/en/codes/concise/UNP,159,https://geogratis.gc.ca/services/geoname/en/codes/generic/159,"Peace River Land District",59,https://geogratis.gc.ca/services/geoname/en/codes/province/59,094J15,15000000,100,58.805555,-122.697222,1957-11-07
